ID;NAME;DESCRIPTION;PARENTCODE;ORDER
TOTAL;Mensual;(TOTAL) Mensual;;0
197601;1976-Enero;(197601) 1976-Enero;;197601
197602;1976-Febrero;(197602) 1976-Febrero;;197602
197603;1976-Marzo;(197603) 1976-Marzo;;197603
197604;1976-Abril;(197604) 1976-Abril;;197604
197605;1976-Mayo;(197605) 1976-Mayo;;197605
197606;1976-Junio;(197606) 1976-Junio;;197606
197607;1976-Julio;(197607) 1976-Julio;;197607
197608;1976-Agosto;(197608) 1976-Agosto;;197608
197609;1976-Septiembre;(197609) 1976-Septiembre;;197609
197610;1976-Octubre;(197610) 1976-Octubre;;197610
197611;1976-Noviembre;(197611) 1976-Noviembre;;197611
197612;1976-Diciembre;(197612) 1976-Diciembre;;197612
197501;1975-Enero;(197501) 1975-Enero;;197501
197502;1975-Febrero;(197502) 1975-Febrero;;197502
197503;1975-Marzo;(197503) 1975-Marzo;;197503
197504;1975-Abril;(197504) 1975-Abril;;197504
197505;1975-Mayo;(197505) 1975-Mayo;;197505
197506;1975-Junio;(197506) 1975-Junio;;197506
197507;1975-Julio;(197507) 1975-Julio;;197507
197508;1975-Agosto;(197508) 1975-Agosto;;197508
197509;1975-Septiembre;(197509) 1975-Septiembre;;197509
197510;1975-Octubre;(197510) 1975-Octubre;;197510
197511;1975-Noviembre;(197511) 1975-Noviembre;;197511
197512;1975-Diciembre;(197512) 1975-Diciembre;;197512
197401;1974-Enero;(197401) 1974-Enero;;197401
197402;1974-Febrero;(197402) 1974-Febrero;;197402
197403;1974-Marzo;(197403) 1974-Marzo;;197403
197404;1974-Abril;(197404) 1974-Abril;;197404
197405;1974-Mayo;(197405) 1974-Mayo;;197405
197406;1974-Junio;(197406) 1974-Junio;;197406
197407;1974-Julio;(197407) 1974-Julio;;197407
197408;1974-Agosto;(197408) 1974-Agosto;;197408
197409;1974-Septiembre;(197409) 1974-Septiembre;;197409
197410;1974-Octubre;(197410) 1974-Octubre;;197410
197411;1974-Noviembre;(197411) 1974-Noviembre;;197411
197412;1974-Diciembre;(197412) 1974-Diciembre;;197412
197301;1973-Enero;(197301) 1973-Enero;;197301
197302;1973-Febrero;(197302) 1973-Febrero;;197302
197303;1973-Marzo;(197303) 1973-Marzo;;197303
197304;1973-Abril;(197304) 1973-Abril;;197304
197305;1973-Mayo;(197305) 1973-Mayo;;197305
197306;1973-Junio;(197306) 1973-Junio;;197306
197307;1973-Julio;(197307) 1973-Julio;;197307
197308;1973-Agosto;(197308) 1973-Agosto;;197308
197309;1973-Septiembre;(197309) 1973-Septiembre;;197309
197310;1973-Octubre;(197310) 1973-Octubre;;197310
197311;1973-Noviembre;(197311) 1973-Noviembre;;197311
197312;1973-Diciembre;(197312) 1973-Diciembre;;197312
197201;1972-Enero;(197201) 1972-Enero;;197201
197202;1972-Febrero;(197202) 1972-Febrero;;197202
197203;1972-Marzo;(197203) 1972-Marzo;;197203
197204;1972-Abril;(197204) 1972-Abril;;197204
197205;1972-Mayo;(197205) 1972-Mayo;;197205
197206;1972-Junio;(197206) 1972-Junio;;197206
197207;1972-Julio;(197207) 1972-Julio;;197207
197208;1972-Agosto;(197208) 1972-Agosto;;197208
197209;1972-Septiembre;(197209) 1972-Septiembre;;197209
197210;1972-Octubre;(197210) 1972-Octubre;;197210
197211;1972-Noviembre;(197211) 1972-Noviembre;;197211
197212;1972-Diciembre;(197212) 1972-Diciembre;;197212
197101;1971-Enero;(197101) 1971-Enero;;197101
197102;1971-Febrero;(197102) 1971-Febrero;;197102
197103;1971-Marzo;(197103) 1971-Marzo;;197103
197104;1971-Abril;(197104) 1971-Abril;;197104
197105;1971-Mayo;(197105) 1971-Mayo;;197105
197106;1971-Junio;(197106) 1971-Junio;;197106
197107;1971-Julio;(197107) 1971-Julio;;197107
197108;1971-Agosto;(197108) 1971-Agosto;;197108
197109;1971-Septiembre;(197109) 1971-Septiembre;;197109
197110;1971-Octubre;(197110) 1971-Octubre;;197110
197111;1971-Noviembre;(197111) 1971-Noviembre;;197111
197112;1971-Diciembre;(197112) 1971-Diciembre;;197112
197001;1970-Enero;(197001) 1970-Enero;;197001
197002;1970-Febrero;(197002) 1970-Febrero;;197002
197003;1970-Marzo;(197003) 1970-Marzo;;197003
197004;1970-Abril;(197004) 1970-Abril;;197004
197005;1970-Mayo;(197005) 1970-Mayo;;197005
197006;1970-Junio;(197006) 1970-Junio;;197006
197007;1970-Julio;(197007) 1970-Julio;;197007
197008;1970-Agosto;(197008) 1970-Agosto;;197008
197009;1970-Septiembre;(197009) 1970-Septiembre;;197009
197010;1970-Octubre;(197010) 1970-Octubre;;197010
197011;1970-Noviembre;(197011) 1970-Noviembre;;197011
197012;1970-Diciembre;(197012) 1970-Diciembre;;197012
196901;1969-Enero;(196901) 1969-Enero;;196901
196902;1969-Febrero;(196902) 1969-Febrero;;196902
196903;1969-Marzo;(196903) 1969-Marzo;;196903
196904;1969-Abril;(196904) 1969-Abril;;196904
196905;1969-Mayo;(196905) 1969-Mayo;;196905
196906;1969-Junio;(196906) 1969-Junio;;196906
196907;1969-Julio;(196907) 1969-Julio;;196907
196908;1969-Agosto;(196908) 1969-Agosto;;196908
196909;1969-Septiembre;(196909) 1969-Septiembre;;196909
196910;1969-Octubre;(196910) 1969-Octubre;;196910
196911;1969-Noviembre;(196911) 1969-Noviembre;;196911
196912;1969-Diciembre;(196912) 1969-Diciembre;;196912
196801;1968-Enero;(196801) 1968-Enero;;196801
196802;1968-Febrero;(196802) 1968-Febrero;;196802
196803;1968-Marzo;(196803) 1968-Marzo;;196803
196804;1968-Abril;(196804) 1968-Abril;;196804
196805;1968-Mayo;(196805) 1968-Mayo;;196805
196806;1968-Junio;(196806) 1968-Junio;;196806
196807;1968-Julio;(196807) 1968-Julio;;196807
196808;1968-Agosto;(196808) 1968-Agosto;;196808
196809;1968-Septiembre;(196809) 1968-Septiembre;;196809
196810;1968-Octubre;(196810) 1968-Octubre;;196810
196811;1968-Noviembre;(196811) 1968-Noviembre;;196811
196812;1968-Diciembre;(196812) 1968-Diciembre;;196812
196701;1967-Enero;(196701) 1967-Enero;;196701
196702;1967-Febrero;(196702) 1967-Febrero;;196702
196703;1967-Marzo;(196703) 1967-Marzo;;196703
196704;1967-Abril;(196704) 1967-Abril;;196704
196705;1967-Mayo;(196705) 1967-Mayo;;196705
196706;1967-Junio;(196706) 1967-Junio;;196706
196707;1967-Julio;(196707) 1967-Julio;;196707
196708;1967-Agosto;(196708) 1967-Agosto;;196708
196709;1967-Septiembre;(196709) 1967-Septiembre;;196709
196710;1967-Octubre;(196710) 1967-Octubre;;196710
196711;1967-Noviembre;(196711) 1967-Noviembre;;196711
196712;1967-Diciembre;(196712) 1967-Diciembre;;196712
196601;1966-Enero;(196601) 1966-Enero;;196601
196602;1966-Febrero;(196602) 1966-Febrero;;196602
196603;1966-Marzo;(196603) 1966-Marzo;;196603
196604;1966-Abril;(196604) 1966-Abril;;196604
196605;1966-Mayo;(196605) 1966-Mayo;;196605
196606;1966-Junio;(196606) 1966-Junio;;196606
196607;1966-Julio;(196607) 1966-Julio;;196607
196608;1966-Agosto;(196608) 1966-Agosto;;196608
196609;1966-Septiembre;(196609) 1966-Septiembre;;196609
196610;1966-Octubre;(196610) 1966-Octubre;;196610
196611;1966-Noviembre;(196611) 1966-Noviembre;;196611
196612;1966-Diciembre;(196612) 1966-Diciembre;;196612
196501;1965-Enero;(196501) 1965-Enero;;196501
196502;1965-Febrero;(196502) 1965-Febrero;;196502
196503;1965-Marzo;(196503) 1965-Marzo;;196503
196504;1965-Abril;(196504) 1965-Abril;;196504
196505;1965-Mayo;(196505) 1965-Mayo;;196505
196506;1965-Junio;(196506) 1965-Junio;;196506
196507;1965-Julio;(196507) 1965-Julio;;196507
196508;1965-Agosto;(196508) 1965-Agosto;;196508
196509;1965-Septiembre;(196509) 1965-Septiembre;;196509
196510;1965-Octubre;(196510) 1965-Octubre;;196510
196511;1965-Noviembre;(196511) 1965-Noviembre;;196511
196512;1965-Diciembre;(196512) 1965-Diciembre;;196512
196401;1964-Enero;(196401) 1964-Enero;;196401
196402;1964-Febrero;(196402) 1964-Febrero;;196402
196403;1964-Marzo;(196403) 1964-Marzo;;196403
196404;1964-Abril;(196404) 1964-Abril;;196404
196405;1964-Mayo;(196405) 1964-Mayo;;196405
196406;1964-Junio;(196406) 1964-Junio;;196406
196407;1964-Julio;(196407) 1964-Julio;;196407
196408;1964-Agosto;(196408) 1964-Agosto;;196408
196409;1964-Septiembre;(196409) 1964-Septiembre;;196409
196410;1964-Octubre;(196410) 1964-Octubre;;196410
196411;1964-Noviembre;(196411) 1964-Noviembre;;196411
196412;1964-Diciembre;(196412) 1964-Diciembre;;196412
196301;1963-Enero;(196301) 1963-Enero;;196301
196302;1963-Febrero;(196302) 1963-Febrero;;196302
196303;1963-Marzo;(196303) 1963-Marzo;;196303
196304;1963-Abril;(196304) 1963-Abril;;196304
196305;1963-Mayo;(196305) 1963-Mayo;;196305
196306;1963-Junio;(196306) 1963-Junio;;196306
196307;1963-Julio;(196307) 1963-Julio;;196307
196308;1963-Agosto;(196308) 1963-Agosto;;196308
196309;1963-Septiembre;(196309) 1963-Septiembre;;196309
196310;1963-Octubre;(196310) 1963-Octubre;;196310
196311;1963-Noviembre;(196311) 1963-Noviembre;;196311
196312;1963-Diciembre;(196312) 1963-Diciembre;;196312
196201;1962-Enero;(196201) 1962-Enero;;196201
196202;1962-Febrero;(196202) 1962-Febrero;;196202
196203;1962-Marzo;(196203) 1962-Marzo;;196203
196204;1962-Abril;(196204) 1962-Abril;;196204
196205;1962-Mayo;(196205) 1962-Mayo;;196205
196206;1962-Junio;(196206) 1962-Junio;;196206
196207;1962-Julio;(196207) 1962-Julio;;196207
196208;1962-Agosto;(196208) 1962-Agosto;;196208
196209;1962-Septiembre;(196209) 1962-Septiembre;;196209
196210;1962-Octubre;(196210) 1962-Octubre;;196210
196211;1962-Noviembre;(196211) 1962-Noviembre;;196211
196212;1962-Diciembre;(196212) 1962-Diciembre;;196212
196101;1961-Enero;(196101) 1961-Enero;;196101
196102;1961-Febrero;(196102) 1961-Febrero;;196102
196103;1961-Marzo;(196103) 1961-Marzo;;196103
196104;1961-Abril;(196104) 1961-Abril;;196104
196105;1961-Mayo;(196105) 1961-Mayo;;196105
196106;1961-Junio;(196106) 1961-Junio;;196106
196107;1961-Julio;(196107) 1961-Julio;;196107
196108;1961-Agosto;(196108) 1961-Agosto;;196108
196109;1961-Septiembre;(196109) 1961-Septiembre;;196109
196110;1961-Octubre;(196110) 1961-Octubre;;196110
196111;1961-Noviembre;(196111) 1961-Noviembre;;196111
196112;1961-Diciembre;(196112) 1961-Diciembre;;196112
196001;1960-Enero;(196001) 1960-Enero;;196001
196002;1960-Febrero;(196002) 1960-Febrero;;196002
196003;1960-Marzo;(196003) 1960-Marzo;;196003
196004;1960-Abril;(196004) 1960-Abril;;196004
196005;1960-Mayo;(196005) 1960-Mayo;;196005
196006;1960-Junio;(196006) 1960-Junio;;196006
196007;1960-Julio;(196007) 1960-Julio;;196007
196008;1960-Agosto;(196008) 1960-Agosto;;196008
196009;1960-Septiembre;(196009) 1960-Septiembre;;196009
196010;1960-Octubre;(196010) 1960-Octubre;;196010
196011;1960-Noviembre;(196011) 1960-Noviembre;;196011
196012;1960-Diciembre;(196012) 1960-Diciembre;;196012
195901;1959-Enero;(195901) 1959-Enero;;195901
195902;1959-Febrero;(195902) 1959-Febrero;;195902
195903;1959-Marzo;(195903) 1959-Marzo;;195903
195904;1959-Abril;(195904) 1959-Abril;;195904
195905;1959-Mayo;(195905) 1959-Mayo;;195905
195906;1959-Junio;(195906) 1959-Junio;;195906
195907;1959-Julio;(195907) 1959-Julio;;195907
195908;1959-Agosto;(195908) 1959-Agosto;;195908
195909;1959-Septiembre;(195909) 1959-Septiembre;;195909
195910;1959-Octubre;(195910) 1959-Octubre;;195910
195911;1959-Noviembre;(195911) 1959-Noviembre;;195911
195912;1959-Diciembre;(195912) 1959-Diciembre;;195912
195801;1958-Enero;(195801) 1958-Enero;;195801
195802;1958-Febrero;(195802) 1958-Febrero;;195802
195803;1958-Marzo;(195803) 1958-Marzo;;195803
195804;1958-Abril;(195804) 1958-Abril;;195804
195805;1958-Mayo;(195805) 1958-Mayo;;195805
195806;1958-Junio;(195806) 1958-Junio;;195806
195807;1958-Julio;(195807) 1958-Julio;;195807
195808;1958-Agosto;(195808) 1958-Agosto;;195808
195809;1958-Septiembre;(195809) 1958-Septiembre;;195809
195810;1958-Octubre;(195810) 1958-Octubre;;195810
195811;1958-Noviembre;(195811) 1958-Noviembre;;195811
195812;1958-Diciembre;(195812) 1958-Diciembre;;195812
195701;1957-Enero;(195701) 1957-Enero;;195701
195702;1957-Febrero;(195702) 1957-Febrero;;195702
195703;1957-Marzo;(195703) 1957-Marzo;;195703
195704;1957-Abril;(195704) 1957-Abril;;195704
195705;1957-Mayo;(195705) 1957-Mayo;;195705
195706;1957-Junio;(195706) 1957-Junio;;195706
195707;1957-Julio;(195707) 1957-Julio;;195707
195708;1957-Agosto;(195708) 1957-Agosto;;195708
195709;1957-Septiembre;(195709) 1957-Septiembre;;195709
195710;1957-Octubre;(195710) 1957-Octubre;;195710
195711;1957-Noviembre;(195711) 1957-Noviembre;;195711
195712;1957-Diciembre;(195712) 1957-Diciembre;;195712
195601;1956-Enero;(195601) 1956-Enero;;195601
195602;1956-Febrero;(195602) 1956-Febrero;;195602
195603;1956-Marzo;(195603) 1956-Marzo;;195603
195604;1956-Abril;(195604) 1956-Abril;;195604
195605;1956-Mayo;(195605) 1956-Mayo;;195605
195606;1956-Junio;(195606) 1956-Junio;;195606
195607;1956-Julio;(195607) 1956-Julio;;195607
195608;1956-Agosto;(195608) 1956-Agosto;;195608
195609;1956-Septiembre;(195609) 1956-Septiembre;;195609
195610;1956-Octubre;(195610) 1956-Octubre;;195610
195611;1956-Noviembre;(195611) 1956-Noviembre;;195611
195612;1956-Diciembre;(195612) 1956-Diciembre;;195612
195501;1955-Enero;(195501) 1955-Enero;;195501
195502;1955-Febrero;(195502) 1955-Febrero;;195502
195503;1955-Marzo;(195503) 1955-Marzo;;195503
195504;1955-Abril;(195504) 1955-Abril;;195504
195505;1955-Mayo;(195505) 1955-Mayo;;195505
195506;1955-Junio;(195506) 1955-Junio;;195506
195507;1955-Julio;(195507) 1955-Julio;;195507
195508;1955-Agosto;(195508) 1955-Agosto;;195508
195509;1955-Septiembre;(195509) 1955-Septiembre;;195509
195510;1955-Octubre;(195510) 1955-Octubre;;195510
195511;1955-Noviembre;(195511) 1955-Noviembre;;195511
195512;1955-Diciembre;(195512) 1955-Diciembre;;195512
195401;1954-Enero;(195401) 1954-Enero;;195401
195402;1954-Febrero;(195402) 1954-Febrero;;195402
195403;1954-Marzo;(195403) 1954-Marzo;;195403
195404;1954-Abril;(195404) 1954-Abril;;195404
195405;1954-Mayo;(195405) 1954-Mayo;;195405
195406;1954-Junio;(195406) 1954-Junio;;195406
195407;1954-Julio;(195407) 1954-Julio;;195407
195408;1954-Agosto;(195408) 1954-Agosto;;195408
195409;1954-Septiembre;(195409) 1954-Septiembre;;195409
195410;1954-Octubre;(195410) 1954-Octubre;;195410
195411;1954-Noviembre;(195411) 1954-Noviembre;;195411
195412;1954-Diciembre;(195412) 1954-Diciembre;;195412
195301;1953-Enero;(195301) 1953-Enero;;195301
195302;1953-Febrero;(195302) 1953-Febrero;;195302
195303;1953-Marzo;(195303) 1953-Marzo;;195303
195304;1953-Abril;(195304) 1953-Abril;;195304
195305;1953-Mayo;(195305) 1953-Mayo;;195305
195306;1953-Junio;(195306) 1953-Junio;;195306
195307;1953-Julio;(195307) 1953-Julio;;195307
195308;1953-Agosto;(195308) 1953-Agosto;;195308
195309;1953-Septiembre;(195309) 1953-Septiembre;;195309
195310;1953-Octubre;(195310) 1953-Octubre;;195310
195311;1953-Noviembre;(195311) 1953-Noviembre;;195311
195312;1953-Diciembre;(195312) 1953-Diciembre;;195312
195201;1952-Enero;(195201) 1952-Enero;;195201
195202;1952-Febrero;(195202) 1952-Febrero;;195202
195203;1952-Marzo;(195203) 1952-Marzo;;195203
195204;1952-Abril;(195204) 1952-Abril;;195204
195205;1952-Mayo;(195205) 1952-Mayo;;195205
195206;1952-Junio;(195206) 1952-Junio;;195206
195207;1952-Julio;(195207) 1952-Julio;;195207
195208;1952-Agosto;(195208) 1952-Agosto;;195208
195209;1952-Septiembre;(195209) 1952-Septiembre;;195209
195210;1952-Octubre;(195210) 1952-Octubre;;195210
195211;1952-Noviembre;(195211) 1952-Noviembre;;195211
195212;1952-Diciembre;(195212) 1952-Diciembre;;195212
195101;1951-Enero;(195101) 1951-Enero;;195101
195102;1951-Febrero;(195102) 1951-Febrero;;195102
195103;1951-Marzo;(195103) 1951-Marzo;;195103
195104;1951-Abril;(195104) 1951-Abril;;195104
195105;1951-Mayo;(195105) 1951-Mayo;;195105
195106;1951-Junio;(195106) 1951-Junio;;195106
195107;1951-Julio;(195107) 1951-Julio;;195107
195108;1951-Agosto;(195108) 1951-Agosto;;195108
195109;1951-Septiembre;(195109) 1951-Septiembre;;195109
195110;1951-Octubre;(195110) 1951-Octubre;;195110
195111;1951-Noviembre;(195111) 1951-Noviembre;;195111
195112;1951-Diciembre;(195112) 1951-Diciembre;;195112
195001;1950-Enero;(195001) 1950-Enero;;195001
195002;1950-Febrero;(195002) 1950-Febrero;;195002
195003;1950-Marzo;(195003) 1950-Marzo;;195003
195004;1950-Abril;(195004) 1950-Abril;;195004
195005;1950-Mayo;(195005) 1950-Mayo;;195005
195006;1950-Junio;(195006) 1950-Junio;;195006
195007;1950-Julio;(195007) 1950-Julio;;195007
195008;1950-Agosto;(195008) 1950-Agosto;;195008
195009;1950-Septiembre;(195009) 1950-Septiembre;;195009
195010;1950-Octubre;(195010) 1950-Octubre;;195010
195011;1950-Noviembre;(195011) 1950-Noviembre;;195011
195012;1950-Diciembre;(195012) 1950-Diciembre;;195012
194901;1949-Enero;(194901) 1949-Enero;;194901
194902;1949-Febrero;(194902) 1949-Febrero;;194902
194903;1949-Marzo;(194903) 1949-Marzo;;194903
194904;1949-Abril;(194904) 1949-Abril;;194904
194905;1949-Mayo;(194905) 1949-Mayo;;194905
194906;1949-Junio;(194906) 1949-Junio;;194906
194907;1949-Julio;(194907) 1949-Julio;;194907
194908;1949-Agosto;(194908) 1949-Agosto;;194908
194909;1949-Septiembre;(194909) 1949-Septiembre;;194909
194910;1949-Octubre;(194910) 1949-Octubre;;194910
194911;1949-Noviembre;(194911) 1949-Noviembre;;194911
194912;1949-Diciembre;(194912) 1949-Diciembre;;194912
194801;1948-Enero;(194801) 1948-Enero;;194801
194802;1948-Febrero;(194802) 1948-Febrero;;194802
194803;1948-Marzo;(194803) 1948-Marzo;;194803
194804;1948-Abril;(194804) 1948-Abril;;194804
194805;1948-Mayo;(194805) 1948-Mayo;;194805
194806;1948-Junio;(194806) 1948-Junio;;194806
194807;1948-Julio;(194807) 1948-Julio;;194807
194808;1948-Agosto;(194808) 1948-Agosto;;194808
194809;1948-Septiembre;(194809) 1948-Septiembre;;194809
194810;1948-Octubre;(194810) 1948-Octubre;;194810
194811;1948-Noviembre;(194811) 1948-Noviembre;;194811
194812;1948-Diciembre;(194812) 1948-Diciembre;;194812
194701;1947-Enero;(194701) 1947-Enero;;194701
194702;1947-Febrero;(194702) 1947-Febrero;;194702
194703;1947-Marzo;(194703) 1947-Marzo;;194703
194704;1947-Abril;(194704) 1947-Abril;;194704
194705;1947-Mayo;(194705) 1947-Mayo;;194705
194706;1947-Junio;(194706) 1947-Junio;;194706
194707;1947-Julio;(194707) 1947-Julio;;194707
194708;1947-Agosto;(194708) 1947-Agosto;;194708
194709;1947-Septiembre;(194709) 1947-Septiembre;;194709
194710;1947-Octubre;(194710) 1947-Octubre;;194710
194711;1947-Noviembre;(194711) 1947-Noviembre;;194711
194712;1947-Diciembre;(194712) 1947-Diciembre;;194712
194601;1946-Enero;(194601) 1946-Enero;;194601
194602;1946-Febrero;(194602) 1946-Febrero;;194602
194603;1946-Marzo;(194603) 1946-Marzo;;194603
194604;1946-Abril;(194604) 1946-Abril;;194604
194605;1946-Mayo;(194605) 1946-Mayo;;194605
194606;1946-Junio;(194606) 1946-Junio;;194606
194607;1946-Julio;(194607) 1946-Julio;;194607
194608;1946-Agosto;(194608) 1946-Agosto;;194608
194609;1946-Septiembre;(194609) 1946-Septiembre;;194609
194610;1946-Octubre;(194610) 1946-Octubre;;194610
194611;1946-Noviembre;(194611) 1946-Noviembre;;194611
194612;1946-Diciembre;(194612) 1946-Diciembre;;194612
194501;1945-Enero;(194501) 1945-Enero;;194501
194502;1945-Febrero;(194502) 1945-Febrero;;194502
194503;1945-Marzo;(194503) 1945-Marzo;;194503
194504;1945-Abril;(194504) 1945-Abril;;194504
194505;1945-Mayo;(194505) 1945-Mayo;;194505
194506;1945-Junio;(194506) 1945-Junio;;194506
194507;1945-Julio;(194507) 1945-Julio;;194507
194508;1945-Agosto;(194508) 1945-Agosto;;194508
194509;1945-Septiembre;(194509) 1945-Septiembre;;194509
194510;1945-Octubre;(194510) 1945-Octubre;;194510
194511;1945-Noviembre;(194511) 1945-Noviembre;;194511
194512;1945-Diciembre;(194512) 1945-Diciembre;;194512
194401;1944-Enero;(194401) 1944-Enero;;194401
194402;1944-Febrero;(194402) 1944-Febrero;;194402
194403;1944-Marzo;(194403) 1944-Marzo;;194403
194404;1944-Abril;(194404) 1944-Abril;;194404
194405;1944-Mayo;(194405) 1944-Mayo;;194405
194406;1944-Junio;(194406) 1944-Junio;;194406
194407;1944-Julio;(194407) 1944-Julio;;194407
194408;1944-Agosto;(194408) 1944-Agosto;;194408
194409;1944-Septiembre;(194409) 1944-Septiembre;;194409
194410;1944-Octubre;(194410) 1944-Octubre;;194410
194411;1944-Noviembre;(194411) 1944-Noviembre;;194411
194412;1944-Diciembre;(194412) 1944-Diciembre;;194412
194301;1943-Enero;(194301) 1943-Enero;;194301
194302;1943-Febrero;(194302) 1943-Febrero;;194302
194303;1943-Marzo;(194303) 1943-Marzo;;194303
194304;1943-Abril;(194304) 1943-Abril;;194304
194305;1943-Mayo;(194305) 1943-Mayo;;194305
194306;1943-Junio;(194306) 1943-Junio;;194306
194307;1943-Julio;(194307) 1943-Julio;;194307
194308;1943-Agosto;(194308) 1943-Agosto;;194308
194309;1943-Septiembre;(194309) 1943-Septiembre;;194309
194310;1943-Octubre;(194310) 1943-Octubre;;194310
194311;1943-Noviembre;(194311) 1943-Noviembre;;194311
194312;1943-Diciembre;(194312) 1943-Diciembre;;194312
194201;1942-Enero;(194201) 1942-Enero;;194201
194202;1942-Febrero;(194202) 1942-Febrero;;194202
194203;1942-Marzo;(194203) 1942-Marzo;;194203
194204;1942-Abril;(194204) 1942-Abril;;194204
194205;1942-Mayo;(194205) 1942-Mayo;;194205
194206;1942-Junio;(194206) 1942-Junio;;194206
194207;1942-Julio;(194207) 1942-Julio;;194207
194208;1942-Agosto;(194208) 1942-Agosto;;194208
194209;1942-Septiembre;(194209) 1942-Septiembre;;194209
194210;1942-Octubre;(194210) 1942-Octubre;;194210
194211;1942-Noviembre;(194211) 1942-Noviembre;;194211
194212;1942-Diciembre;(194212) 1942-Diciembre;;194212
194101;1941-Enero;(194101) 1941-Enero;;194101
194102;1941-Febrero;(194102) 1941-Febrero;;194102
194103;1941-Marzo;(194103) 1941-Marzo;;194103
194104;1941-Abril;(194104) 1941-Abril;;194104
194105;1941-Mayo;(194105) 1941-Mayo;;194105
194106;1941-Junio;(194106) 1941-Junio;;194106
194107;1941-Julio;(194107) 1941-Julio;;194107
194108;1941-Agosto;(194108) 1941-Agosto;;194108
194109;1941-Septiembre;(194109) 1941-Septiembre;;194109
194110;1941-Octubre;(194110) 1941-Octubre;;194110
194111;1941-Noviembre;(194111) 1941-Noviembre;;194111
194112;1941-Diciembre;(194112) 1941-Diciembre;;194112
194001;1940-Enero;(194001) 1940-Enero;;194001
194002;1940-Febrero;(194002) 1940-Febrero;;194002
194003;1940-Marzo;(194003) 1940-Marzo;;194003
194004;1940-Abril;(194004) 1940-Abril;;194004
194005;1940-Mayo;(194005) 1940-Mayo;;194005
194006;1940-Junio;(194006) 1940-Junio;;194006
194007;1940-Julio;(194007) 1940-Julio;;194007
194008;1940-Agosto;(194008) 1940-Agosto;;194008
194009;1940-Septiembre;(194009) 1940-Septiembre;;194009
194010;1940-Octubre;(194010) 1940-Octubre;;194010
194011;1940-Noviembre;(194011) 1940-Noviembre;;194011
194012;1940-Diciembre;(194012) 1940-Diciembre;;194012
193901;1939-Enero;(193901) 1939-Enero;;193901
193902;1939-Febrero;(193902) 1939-Febrero;;193902
193903;1939-Marzo;(193903) 1939-Marzo;;193903
193904;1939-Abril;(193904) 1939-Abril;;193904
193905;1939-Mayo;(193905) 1939-Mayo;;193905
193906;1939-Junio;(193906) 1939-Junio;;193906
193907;1939-Julio;(193907) 1939-Julio;;193907
193908;1939-Agosto;(193908) 1939-Agosto;;193908
193909;1939-Septiembre;(193909) 1939-Septiembre;;193909
193910;1939-Octubre;(193910) 1939-Octubre;;193910
193911;1939-Noviembre;(193911) 1939-Noviembre;;193911
193912;1939-Diciembre;(193912) 1939-Diciembre;;193912
193801;1938-Enero;(193801) 1938-Enero;;193801
193802;1938-Febrero;(193802) 1938-Febrero;;193802
193803;1938-Marzo;(193803) 1938-Marzo;;193803
193804;1938-Abril;(193804) 1938-Abril;;193804
193805;1938-Mayo;(193805) 1938-Mayo;;193805
193806;1938-Junio;(193806) 1938-Junio;;193806
193807;1938-Julio;(193807) 1938-Julio;;193807
193808;1938-Agosto;(193808) 1938-Agosto;;193808
193809;1938-Septiembre;(193809) 1938-Septiembre;;193809
193810;1938-Octubre;(193810) 1938-Octubre;;193810
193811;1938-Noviembre;(193811) 1938-Noviembre;;193811
193812;1938-Diciembre;(193812) 1938-Diciembre;;193812
193701;1937-Enero;(193701) 1937-Enero;;193701
193702;1937-Febrero;(193702) 1937-Febrero;;193702
193703;1937-Marzo;(193703) 1937-Marzo;;193703
193704;1937-Abril;(193704) 1937-Abril;;193704
193705;1937-Mayo;(193705) 1937-Mayo;;193705
193706;1937-Junio;(193706) 1937-Junio;;193706
193707;1937-Julio;(193707) 1937-Julio;;193707
193708;1937-Agosto;(193708) 1937-Agosto;;193708
193709;1937-Septiembre;(193709) 1937-Septiembre;;193709
193710;1937-Octubre;(193710) 1937-Octubre;;193710
193711;1937-Noviembre;(193711) 1937-Noviembre;;193711
193712;1937-Diciembre;(193712) 1937-Diciembre;;193712
193601;1936-Enero;(193601) 1936-Enero;;193601
193602;1936-Febrero;(193602) 1936-Febrero;;193602
193603;1936-Marzo;(193603) 1936-Marzo;;193603
193604;1936-Abril;(193604) 1936-Abril;;193604
193605;1936-Mayo;(193605) 1936-Mayo;;193605
193606;1936-Junio;(193606) 1936-Junio;;193606
193607;1936-Julio;(193607) 1936-Julio;;193607
193608;1936-Agosto;(193608) 1936-Agosto;;193608
193609;1936-Septiembre;(193609) 1936-Septiembre;;193609
193610;1936-Octubre;(193610) 1936-Octubre;;193610
193611;1936-Noviembre;(193611) 1936-Noviembre;;193611
193612;1936-Diciembre;(193612) 1936-Diciembre;;193612
193501;1935-Enero;(193501) 1935-Enero;;193501
193502;1935-Febrero;(193502) 1935-Febrero;;193502
193503;1935-Marzo;(193503) 1935-Marzo;;193503
193504;1935-Abril;(193504) 1935-Abril;;193504
193505;1935-Mayo;(193505) 1935-Mayo;;193505
193506;1935-Junio;(193506) 1935-Junio;;193506
193507;1935-Julio;(193507) 1935-Julio;;193507
193508;1935-Agosto;(193508) 1935-Agosto;;193508
193509;1935-Septiembre;(193509) 1935-Septiembre;;193509
