ID;NAME;DESCRIPTION;PARENTCODE;ORDER
TOTAL;Mensual;(TOTAL) Mensual;;0
201805;2018-Mayo;(201805) 2018-Mayo;;201805
201806;2018-Junio;(201806) 2018-Junio;;201806
201807;2018-Julio;(201807) 2018-Julio;;201807
201808;2018-Agosto;(201808) 2018-Agosto;;201808
201809;2018-Septiembre;(201809) 2018-Septiembre;;201809
201810;2018-Octubre;(201810) 2018-Octubre;;201810
201811;2018-Noviembre;(201811) 2018-Noviembre;;201811
201812;2018-Diciembre;(201812) 2018-Diciembre;;201812
201701;2017-Enero;(201701) 2017-Enero;;201701
201702;2017-Febrero;(201702) 2017-Febrero;;201702
201703;2017-Marzo;(201703) 2017-Marzo;;201703
201704;2017-Abril;(201704) 2017-Abril;;201704
201705;2017-Mayo;(201705) 2017-Mayo;;201705
201706;2017-Junio;(201706) 2017-Junio;;201706
201707;2017-Julio;(201707) 2017-Julio;;201707
201708;2017-Agosto;(201708) 2017-Agosto;;201708
201709;2017-Septiembre;(201709) 2017-Septiembre;;201709
201710;2017-Octubre;(201710) 2017-Octubre;;201710
201711;2017-Noviembre;(201711) 2017-Noviembre;;201711
201712;2017-Diciembre;(201712) 2017-Diciembre;;201712
201601;2016-Enero;(201601) 2016-Enero;;201601
201602;2016-Febrero;(201602) 2016-Febrero;;201602
201603;2016-Marzo;(201603) 2016-Marzo;;201603
201604;2016-Abril;(201604) 2016-Abril;;201604
201605;2016-Mayo;(201605) 2016-Mayo;;201605
201606;2016-Junio;(201606) 2016-Junio;;201606
201607;2016-Julio;(201607) 2016-Julio;;201607
201608;2016-Agosto;(201608) 2016-Agosto;;201608
201609;2016-Septiembre;(201609) 2016-Septiembre;;201609
201610;2016-Octubre;(201610) 2016-Octubre;;201610
201611;2016-Noviembre;(201611) 2016-Noviembre;;201611
201612;2016-Diciembre;(201612) 2016-Diciembre;;201612
201501;2015-Enero;(201501) 2015-Enero;;201501
201502;2015-Febrero;(201502) 2015-Febrero;;201502
201503;2015-Marzo;(201503) 2015-Marzo;;201503
201504;2015-Abril;(201504) 2015-Abril;;201504
201505;2015-Mayo;(201505) 2015-Mayo;;201505
201506;2015-Junio;(201506) 2015-Junio;;201506
201507;2015-Julio;(201507) 2015-Julio;;201507
201508;2015-Agosto;(201508) 2015-Agosto;;201508
201509;2015-Septiembre;(201509) 2015-Septiembre;;201509
201510;2015-Octubre;(201510) 2015-Octubre;;201510
201511;2015-Noviembre;(201511) 2015-Noviembre;;201511
201512;2015-Diciembre;(201512) 2015-Diciembre;;201512
201401;2014-Enero;(201401) 2014-Enero;;201401
201402;2014-Febrero;(201402) 2014-Febrero;;201402
201403;2014-Marzo;(201403) 2014-Marzo;;201403
201404;2014-Abril;(201404) 2014-Abril;;201404
201405;2014-Mayo;(201405) 2014-Mayo;;201405
201406;2014-Junio;(201406) 2014-Junio;;201406
201407;2014-Julio;(201407) 2014-Julio;;201407
201408;2014-Agosto;(201408) 2014-Agosto;;201408
201409;2014-Septiembre;(201409) 2014-Septiembre;;201409
201410;2014-Octubre;(201410) 2014-Octubre;;201410
201411;2014-Noviembre;(201411) 2014-Noviembre;;201411
201412;2014-Diciembre;(201412) 2014-Diciembre;;201412
201301;2013-Enero;(201301) 2013-Enero;;201301
201302;2013-Febrero;(201302) 2013-Febrero;;201302
201303;2013-Marzo;(201303) 2013-Marzo;;201303
201304;2013-Abril;(201304) 2013-Abril;;201304
201305;2013-Mayo;(201305) 2013-Mayo;;201305
201306;2013-Junio;(201306) 2013-Junio;;201306
201307;2013-Julio;(201307) 2013-Julio;;201307
201308;2013-Agosto;(201308) 2013-Agosto;;201308
201309;2013-Septiembre;(201309) 2013-Septiembre;;201309
201310;2013-Octubre;(201310) 2013-Octubre;;201310
201311;2013-Noviembre;(201311) 2013-Noviembre;;201311
201312;2013-Diciembre;(201312) 2013-Diciembre;;201312
201201;2012-Enero;(201201) 2012-Enero;;201201
201202;2012-Febrero;(201202) 2012-Febrero;;201202
201203;2012-Marzo;(201203) 2012-Marzo;;201203
201204;2012-Abril;(201204) 2012-Abril;;201204
201205;2012-Mayo;(201205) 2012-Mayo;;201205
201206;2012-Junio;(201206) 2012-Junio;;201206
201207;2012-Julio;(201207) 2012-Julio;;201207
201208;2012-Agosto;(201208) 2012-Agosto;;201208
201209;2012-Septiembre;(201209) 2012-Septiembre;;201209
201210;2012-Octubre;(201210) 2012-Octubre;;201210
201211;2012-Noviembre;(201211) 2012-Noviembre;;201211
201212;2012-Diciembre;(201212) 2012-Diciembre;;201212
201101;2011-Enero;(201101) 2011-Enero;;201101
201102;2011-Febrero;(201102) 2011-Febrero;;201102
201103;2011-Marzo;(201103) 2011-Marzo;;201103
201104;2011-Abril;(201104) 2011-Abril;;201104
201105;2011-Mayo;(201105) 2011-Mayo;;201105
201106;2011-Junio;(201106) 2011-Junio;;201106
201107;2011-Julio;(201107) 2011-Julio;;201107
201108;2011-Agosto;(201108) 2011-Agosto;;201108
201109;2011-Septiembre;(201109) 2011-Septiembre;;201109
201110;2011-Octubre;(201110) 2011-Octubre;;201110
201111;2011-Noviembre;(201111) 2011-Noviembre;;201111
201112;2011-Diciembre;(201112) 2011-Diciembre;;201112
201001;2010-Enero;(201001) 2010-Enero;;201001
201002;2010-Febrero;(201002) 2010-Febrero;;201002
201003;2010-Marzo;(201003) 2010-Marzo;;201003
201004;2010-Abril;(201004) 2010-Abril;;201004
201005;2010-Mayo;(201005) 2010-Mayo;;201005
201006;2010-Junio;(201006) 2010-Junio;;201006
201007;2010-Julio;(201007) 2010-Julio;;201007
201008;2010-Agosto;(201008) 2010-Agosto;;201008
201009;2010-Septiembre;(201009) 2010-Septiembre;;201009
201010;2010-Octubre;(201010) 2010-Octubre;;201010
201011;2010-Noviembre;(201011) 2010-Noviembre;;201011
201012;2010-Diciembre;(201012) 2010-Diciembre;;201012
200901;2009-Enero;(200901) 2009-Enero;;200901
200902;2009-Febrero;(200902) 2009-Febrero;;200902
200903;2009-Marzo;(200903) 2009-Marzo;;200903
200904;2009-Abril;(200904) 2009-Abril;;200904
200905;2009-Mayo;(200905) 2009-Mayo;;200905
200906;2009-Junio;(200906) 2009-Junio;;200906
200907;2009-Julio;(200907) 2009-Julio;;200907
200908;2009-Agosto;(200908) 2009-Agosto;;200908
200909;2009-Septiembre;(200909) 2009-Septiembre;;200909
200910;2009-Octubre;(200910) 2009-Octubre;;200910
200911;2009-Noviembre;(200911) 2009-Noviembre;;200911
200912;2009-Diciembre;(200912) 2009-Diciembre;;200912
200801;2008-Enero;(200801) 2008-Enero;;200801
200802;2008-Febrero;(200802) 2008-Febrero;;200802
200803;2008-Marzo;(200803) 2008-Marzo;;200803
200804;2008-Abril;(200804) 2008-Abril;;200804
200805;2008-Mayo;(200805) 2008-Mayo;;200805
200806;2008-Junio;(200806) 2008-Junio;;200806
200807;2008-Julio;(200807) 2008-Julio;;200807
200808;2008-Agosto;(200808) 2008-Agosto;;200808
200809;2008-Septiembre;(200809) 2008-Septiembre;;200809
200810;2008-Octubre;(200810) 2008-Octubre;;200810
200811;2008-Noviembre;(200811) 2008-Noviembre;;200811
200812;2008-Diciembre;(200812) 2008-Diciembre;;200812
200701;2007-Enero;(200701) 2007-Enero;;200701
200702;2007-Febrero;(200702) 2007-Febrero;;200702
200703;2007-Marzo;(200703) 2007-Marzo;;200703
200704;2007-Abril;(200704) 2007-Abril;;200704
200705;2007-Mayo;(200705) 2007-Mayo;;200705
200706;2007-Junio;(200706) 2007-Junio;;200706
200707;2007-Julio;(200707) 2007-Julio;;200707
200708;2007-Agosto;(200708) 2007-Agosto;;200708
200709;2007-Septiembre;(200709) 2007-Septiembre;;200709
200710;2007-Octubre;(200710) 2007-Octubre;;200710
200711;2007-Noviembre;(200711) 2007-Noviembre;;200711
200712;2007-Diciembre;(200712) 2007-Diciembre;;200712
200601;2006-Enero;(200601) 2006-Enero;;200601
200602;2006-Febrero;(200602) 2006-Febrero;;200602
200603;2006-Marzo;(200603) 2006-Marzo;;200603
200604;2006-Abril;(200604) 2006-Abril;;200604
200605;2006-Mayo;(200605) 2006-Mayo;;200605
200606;2006-Junio;(200606) 2006-Junio;;200606
200607;2006-Julio;(200607) 2006-Julio;;200607
200608;2006-Agosto;(200608) 2006-Agosto;;200608
200609;2006-Septiembre;(200609) 2006-Septiembre;;200609
200610;2006-Octubre;(200610) 2006-Octubre;;200610
200611;2006-Noviembre;(200611) 2006-Noviembre;;200611
200612;2006-Diciembre;(200612) 2006-Diciembre;;200612
200501;2005-Enero;(200501) 2005-Enero;;200501
200502;2005-Febrero;(200502) 2005-Febrero;;200502
200503;2005-Marzo;(200503) 2005-Marzo;;200503
200504;2005-Abril;(200504) 2005-Abril;;200504
200505;2005-Mayo;(200505) 2005-Mayo;;200505
200506;2005-Junio;(200506) 2005-Junio;;200506
200507;2005-Julio;(200507) 2005-Julio;;200507
200508;2005-Agosto;(200508) 2005-Agosto;;200508
200509;2005-Septiembre;(200509) 2005-Septiembre;;200509
200510;2005-Octubre;(200510) 2005-Octubre;;200510
200511;2005-Noviembre;(200511) 2005-Noviembre;;200511
200512;2005-Diciembre;(200512) 2005-Diciembre;;200512
200401;2004-Enero;(200401) 2004-Enero;;200401
200402;2004-Febrero;(200402) 2004-Febrero;;200402
200403;2004-Marzo;(200403) 2004-Marzo;;200403
200404;2004-Abril;(200404) 2004-Abril;;200404
200405;2004-Mayo;(200405) 2004-Mayo;;200405
200406;2004-Junio;(200406) 2004-Junio;;200406
200407;2004-Julio;(200407) 2004-Julio;;200407
200408;2004-Agosto;(200408) 2004-Agosto;;200408
200409;2004-Septiembre;(200409) 2004-Septiembre;;200409
200410;2004-Octubre;(200410) 2004-Octubre;;200410
200411;2004-Noviembre;(200411) 2004-Noviembre;;200411
200412;2004-Diciembre;(200412) 2004-Diciembre;;200412
200301;2003-Enero;(200301) 2003-Enero;;200301
200302;2003-Febrero;(200302) 2003-Febrero;;200302
200303;2003-Marzo;(200303) 2003-Marzo;;200303
200304;2003-Abril;(200304) 2003-Abril;;200304
200305;2003-Mayo;(200305) 2003-Mayo;;200305
200306;2003-Junio;(200306) 2003-Junio;;200306
200307;2003-Julio;(200307) 2003-Julio;;200307
200308;2003-Agosto;(200308) 2003-Agosto;;200308
200309;2003-Septiembre;(200309) 2003-Septiembre;;200309
200310;2003-Octubre;(200310) 2003-Octubre;;200310
200311;2003-Noviembre;(200311) 2003-Noviembre;;200311
200312;2003-Diciembre;(200312) 2003-Diciembre;;200312
200201;2002-Enero;(200201) 2002-Enero;;200201
200202;2002-Febrero;(200202) 2002-Febrero;;200202
200203;2002-Marzo;(200203) 2002-Marzo;;200203
200204;2002-Abril;(200204) 2002-Abril;;200204
200205;2002-Mayo;(200205) 2002-Mayo;;200205
200206;2002-Junio;(200206) 2002-Junio;;200206
200207;2002-Julio;(200207) 2002-Julio;;200207
200208;2002-Agosto;(200208) 2002-Agosto;;200208
200209;2002-Septiembre;(200209) 2002-Septiembre;;200209
200210;2002-Octubre;(200210) 2002-Octubre;;200210
200211;2002-Noviembre;(200211) 2002-Noviembre;;200211
200212;2002-Diciembre;(200212) 2002-Diciembre;;200212
200101;2001-Enero;(200101) 2001-Enero;;200101
200102;2001-Febrero;(200102) 2001-Febrero;;200102
200103;2001-Marzo;(200103) 2001-Marzo;;200103
200104;2001-Abril;(200104) 2001-Abril;;200104
200105;2001-Mayo;(200105) 2001-Mayo;;200105
200106;2001-Junio;(200106) 2001-Junio;;200106
200107;2001-Julio;(200107) 2001-Julio;;200107
200108;2001-Agosto;(200108) 2001-Agosto;;200108
200109;2001-Septiembre;(200109) 2001-Septiembre;;200109
200110;2001-Octubre;(200110) 2001-Octubre;;200110
200111;2001-Noviembre;(200111) 2001-Noviembre;;200111
200112;2001-Diciembre;(200112) 2001-Diciembre;;200112
200001;2000-Enero;(200001) 2000-Enero;;200001
200002;2000-Febrero;(200002) 2000-Febrero;;200002
200003;2000-Marzo;(200003) 2000-Marzo;;200003
200004;2000-Abril;(200004) 2000-Abril;;200004
200005;2000-Mayo;(200005) 2000-Mayo;;200005
200006;2000-Junio;(200006) 2000-Junio;;200006
200007;2000-Julio;(200007) 2000-Julio;;200007
200008;2000-Agosto;(200008) 2000-Agosto;;200008
200009;2000-Septiembre;(200009) 2000-Septiembre;;200009
200010;2000-Octubre;(200010) 2000-Octubre;;200010
200011;2000-Noviembre;(200011) 2000-Noviembre;;200011
200012;2000-Diciembre;(200012) 2000-Diciembre;;200012
199901;1999-Enero;(199901) 1999-Enero;;199901
199902;1999-Febrero;(199902) 1999-Febrero;;199902
199903;1999-Marzo;(199903) 1999-Marzo;;199903
199904;1999-Abril;(199904) 1999-Abril;;199904
199905;1999-Mayo;(199905) 1999-Mayo;;199905
199906;1999-Junio;(199906) 1999-Junio;;199906
199907;1999-Julio;(199907) 1999-Julio;;199907
199908;1999-Agosto;(199908) 1999-Agosto;;199908
199909;1999-Septiembre;(199909) 1999-Septiembre;;199909
199910;1999-Octubre;(199910) 1999-Octubre;;199910
199911;1999-Noviembre;(199911) 1999-Noviembre;;199911
199912;1999-Diciembre;(199912) 1999-Diciembre;;199912
199801;1998-Enero;(199801) 1998-Enero;;199801
199802;1998-Febrero;(199802) 1998-Febrero;;199802
199803;1998-Marzo;(199803) 1998-Marzo;;199803
199804;1998-Abril;(199804) 1998-Abril;;199804
199805;1998-Mayo;(199805) 1998-Mayo;;199805
199806;1998-Junio;(199806) 1998-Junio;;199806
199807;1998-Julio;(199807) 1998-Julio;;199807
199808;1998-Agosto;(199808) 1998-Agosto;;199808
199809;1998-Septiembre;(199809) 1998-Septiembre;;199809
199810;1998-Octubre;(199810) 1998-Octubre;;199810
199811;1998-Noviembre;(199811) 1998-Noviembre;;199811
199812;1998-Diciembre;(199812) 1998-Diciembre;;199812
199701;1997-Enero;(199701) 1997-Enero;;199701
199702;1997-Febrero;(199702) 1997-Febrero;;199702
199703;1997-Marzo;(199703) 1997-Marzo;;199703
199704;1997-Abril;(199704) 1997-Abril;;199704
199705;1997-Mayo;(199705) 1997-Mayo;;199705
199706;1997-Junio;(199706) 1997-Junio;;199706
199707;1997-Julio;(199707) 1997-Julio;;199707
199708;1997-Agosto;(199708) 1997-Agosto;;199708
199709;1997-Septiembre;(199709) 1997-Septiembre;;199709
199710;1997-Octubre;(199710) 1997-Octubre;;199710
199711;1997-Noviembre;(199711) 1997-Noviembre;;199711
199712;1997-Diciembre;(199712) 1997-Diciembre;;199712
199601;1996-Enero;(199601) 1996-Enero;;199601
199602;1996-Febrero;(199602) 1996-Febrero;;199602
199603;1996-Marzo;(199603) 1996-Marzo;;199603
199604;1996-Abril;(199604) 1996-Abril;;199604
199605;1996-Mayo;(199605) 1996-Mayo;;199605
199606;1996-Junio;(199606) 1996-Junio;;199606
199607;1996-Julio;(199607) 1996-Julio;;199607
199608;1996-Agosto;(199608) 1996-Agosto;;199608
199609;1996-Septiembre;(199609) 1996-Septiembre;;199609
199610;1996-Octubre;(199610) 1996-Octubre;;199610
199611;1996-Noviembre;(199611) 1996-Noviembre;;199611
199612;1996-Diciembre;(199612) 1996-Diciembre;;199612
199501;1995-Enero;(199501) 1995-Enero;;199501
199502;1995-Febrero;(199502) 1995-Febrero;;199502
199503;1995-Marzo;(199503) 1995-Marzo;;199503
199504;1995-Abril;(199504) 1995-Abril;;199504
199505;1995-Mayo;(199505) 1995-Mayo;;199505
199506;1995-Junio;(199506) 1995-Junio;;199506
199507;1995-Julio;(199507) 1995-Julio;;199507
199508;1995-Agosto;(199508) 1995-Agosto;;199508
199509;1995-Septiembre;(199509) 1995-Septiembre;;199509
199510;1995-Octubre;(199510) 1995-Octubre;;199510
199511;1995-Noviembre;(199511) 1995-Noviembre;;199511
199512;1995-Diciembre;(199512) 1995-Diciembre;;199512
199401;1994-Enero;(199401) 1994-Enero;;199401
199402;1994-Febrero;(199402) 1994-Febrero;;199402
199403;1994-Marzo;(199403) 1994-Marzo;;199403
199404;1994-Abril;(199404) 1994-Abril;;199404
199405;1994-Mayo;(199405) 1994-Mayo;;199405
199406;1994-Junio;(199406) 1994-Junio;;199406
199407;1994-Julio;(199407) 1994-Julio;;199407
199408;1994-Agosto;(199408) 1994-Agosto;;199408
199409;1994-Septiembre;(199409) 1994-Septiembre;;199409
199410;1994-Octubre;(199410) 1994-Octubre;;199410
199411;1994-Noviembre;(199411) 1994-Noviembre;;199411
199412;1994-Diciembre;(199412) 1994-Diciembre;;199412
199301;1993-Enero;(199301) 1993-Enero;;199301
199302;1993-Febrero;(199302) 1993-Febrero;;199302
199303;1993-Marzo;(199303) 1993-Marzo;;199303
199304;1993-Abril;(199304) 1993-Abril;;199304
199305;1993-Mayo;(199305) 1993-Mayo;;199305
199306;1993-Junio;(199306) 1993-Junio;;199306
199307;1993-Julio;(199307) 1993-Julio;;199307
199308;1993-Agosto;(199308) 1993-Agosto;;199308
199309;1993-Septiembre;(199309) 1993-Septiembre;;199309
199310;1993-Octubre;(199310) 1993-Octubre;;199310
199311;1993-Noviembre;(199311) 1993-Noviembre;;199311
199312;1993-Diciembre;(199312) 1993-Diciembre;;199312
199201;1992-Enero;(199201) 1992-Enero;;199201
199202;1992-Febrero;(199202) 1992-Febrero;;199202
199203;1992-Marzo;(199203) 1992-Marzo;;199203
199204;1992-Abril;(199204) 1992-Abril;;199204
199205;1992-Mayo;(199205) 1992-Mayo;;199205
199206;1992-Junio;(199206) 1992-Junio;;199206
199207;1992-Julio;(199207) 1992-Julio;;199207
199208;1992-Agosto;(199208) 1992-Agosto;;199208
199209;1992-Septiembre;(199209) 1992-Septiembre;;199209
199210;1992-Octubre;(199210) 1992-Octubre;;199210
199211;1992-Noviembre;(199211) 1992-Noviembre;;199211
199212;1992-Diciembre;(199212) 1992-Diciembre;;199212
199101;1991-Enero;(199101) 1991-Enero;;199101
199102;1991-Febrero;(199102) 1991-Febrero;;199102
199103;1991-Marzo;(199103) 1991-Marzo;;199103
199104;1991-Abril;(199104) 1991-Abril;;199104
199105;1991-Mayo;(199105) 1991-Mayo;;199105
199106;1991-Junio;(199106) 1991-Junio;;199106
199107;1991-Julio;(199107) 1991-Julio;;199107
199108;1991-Agosto;(199108) 1991-Agosto;;199108
199109;1991-Septiembre;(199109) 1991-Septiembre;;199109
199110;1991-Octubre;(199110) 1991-Octubre;;199110
199111;1991-Noviembre;(199111) 1991-Noviembre;;199111
199112;1991-Diciembre;(199112) 1991-Diciembre;;199112
199001;1990-Enero;(199001) 1990-Enero;;199001
199002;1990-Febrero;(199002) 1990-Febrero;;199002
199003;1990-Marzo;(199003) 1990-Marzo;;199003
199004;1990-Abril;(199004) 1990-Abril;;199004
199005;1990-Mayo;(199005) 1990-Mayo;;199005
199006;1990-Junio;(199006) 1990-Junio;;199006
199007;1990-Julio;(199007) 1990-Julio;;199007
199008;1990-Agosto;(199008) 1990-Agosto;;199008
199009;1990-Septiembre;(199009) 1990-Septiembre;;199009
199010;1990-Octubre;(199010) 1990-Octubre;;199010
199011;1990-Noviembre;(199011) 1990-Noviembre;;199011
199012;1990-Diciembre;(199012) 1990-Diciembre;;199012
198901;1989-Enero;(198901) 1989-Enero;;198901
198902;1989-Febrero;(198902) 1989-Febrero;;198902
198903;1989-Marzo;(198903) 1989-Marzo;;198903
198904;1989-Abril;(198904) 1989-Abril;;198904
198905;1989-Mayo;(198905) 1989-Mayo;;198905
198906;1989-Junio;(198906) 1989-Junio;;198906
198907;1989-Julio;(198907) 1989-Julio;;198907
198908;1989-Agosto;(198908) 1989-Agosto;;198908
198909;1989-Septiembre;(198909) 1989-Septiembre;;198909
198910;1989-Octubre;(198910) 1989-Octubre;;198910
198911;1989-Noviembre;(198911) 1989-Noviembre;;198911
198912;1989-Diciembre;(198912) 1989-Diciembre;;198912
198801;1988-Enero;(198801) 1988-Enero;;198801
198802;1988-Febrero;(198802) 1988-Febrero;;198802
198803;1988-Marzo;(198803) 1988-Marzo;;198803
198804;1988-Abril;(198804) 1988-Abril;;198804
198805;1988-Mayo;(198805) 1988-Mayo;;198805
198806;1988-Junio;(198806) 1988-Junio;;198806
198807;1988-Julio;(198807) 1988-Julio;;198807
198808;1988-Agosto;(198808) 1988-Agosto;;198808
198809;1988-Septiembre;(198809) 1988-Septiembre;;198809
198810;1988-Octubre;(198810) 1988-Octubre;;198810
198811;1988-Noviembre;(198811) 1988-Noviembre;;198811
198812;1988-Diciembre;(198812) 1988-Diciembre;;198812
198701;1987-Enero;(198701) 1987-Enero;;198701
198702;1987-Febrero;(198702) 1987-Febrero;;198702
198703;1987-Marzo;(198703) 1987-Marzo;;198703
198704;1987-Abril;(198704) 1987-Abril;;198704
198705;1987-Mayo;(198705) 1987-Mayo;;198705
198706;1987-Junio;(198706) 1987-Junio;;198706
198707;1987-Julio;(198707) 1987-Julio;;198707
198708;1987-Agosto;(198708) 1987-Agosto;;198708
198709;1987-Septiembre;(198709) 1987-Septiembre;;198709
198710;1987-Octubre;(198710) 1987-Octubre;;198710
198711;1987-Noviembre;(198711) 1987-Noviembre;;198711
198712;1987-Diciembre;(198712) 1987-Diciembre;;198712
198601;1986-Enero;(198601) 1986-Enero;;198601
198602;1986-Febrero;(198602) 1986-Febrero;;198602
198603;1986-Marzo;(198603) 1986-Marzo;;198603
198604;1986-Abril;(198604) 1986-Abril;;198604
198605;1986-Mayo;(198605) 1986-Mayo;;198605
198606;1986-Junio;(198606) 1986-Junio;;198606
198607;1986-Julio;(198607) 1986-Julio;;198607
198608;1986-Agosto;(198608) 1986-Agosto;;198608
198609;1986-Septiembre;(198609) 1986-Septiembre;;198609
198610;1986-Octubre;(198610) 1986-Octubre;;198610
198611;1986-Noviembre;(198611) 1986-Noviembre;;198611
198612;1986-Diciembre;(198612) 1986-Diciembre;;198612
198501;1985-Enero;(198501) 1985-Enero;;198501
198502;1985-Febrero;(198502) 1985-Febrero;;198502
198503;1985-Marzo;(198503) 1985-Marzo;;198503
198504;1985-Abril;(198504) 1985-Abril;;198504
198505;1985-Mayo;(198505) 1985-Mayo;;198505
198506;1985-Junio;(198506) 1985-Junio;;198506
198507;1985-Julio;(198507) 1985-Julio;;198507
198508;1985-Agosto;(198508) 1985-Agosto;;198508
198509;1985-Septiembre;(198509) 1985-Septiembre;;198509
198510;1985-Octubre;(198510) 1985-Octubre;;198510
198511;1985-Noviembre;(198511) 1985-Noviembre;;198511
198512;1985-Diciembre;(198512) 1985-Diciembre;;198512
198401;1984-Enero;(198401) 1984-Enero;;198401
198402;1984-Febrero;(198402) 1984-Febrero;;198402
198403;1984-Marzo;(198403) 1984-Marzo;;198403
198404;1984-Abril;(198404) 1984-Abril;;198404
198405;1984-Mayo;(198405) 1984-Mayo;;198405
198406;1984-Junio;(198406) 1984-Junio;;198406
198407;1984-Julio;(198407) 1984-Julio;;198407
198408;1984-Agosto;(198408) 1984-Agosto;;198408
198409;1984-Septiembre;(198409) 1984-Septiembre;;198409
198410;1984-Octubre;(198410) 1984-Octubre;;198410
198411;1984-Noviembre;(198411) 1984-Noviembre;;198411
198412;1984-Diciembre;(198412) 1984-Diciembre;;198412
198301;1983-Enero;(198301) 1983-Enero;;198301
198302;1983-Febrero;(198302) 1983-Febrero;;198302
198303;1983-Marzo;(198303) 1983-Marzo;;198303
198304;1983-Abril;(198304) 1983-Abril;;198304
198305;1983-Mayo;(198305) 1983-Mayo;;198305
198306;1983-Junio;(198306) 1983-Junio;;198306
198307;1983-Julio;(198307) 1983-Julio;;198307
198308;1983-Agosto;(198308) 1983-Agosto;;198308
198309;1983-Septiembre;(198309) 1983-Septiembre;;198309
198310;1983-Octubre;(198310) 1983-Octubre;;198310
198311;1983-Noviembre;(198311) 1983-Noviembre;;198311
198312;1983-Diciembre;(198312) 1983-Diciembre;;198312
198201;1982-Enero;(198201) 1982-Enero;;198201
198202;1982-Febrero;(198202) 1982-Febrero;;198202
198203;1982-Marzo;(198203) 1982-Marzo;;198203
198204;1982-Abril;(198204) 1982-Abril;;198204
198205;1982-Mayo;(198205) 1982-Mayo;;198205
198206;1982-Junio;(198206) 1982-Junio;;198206
198207;1982-Julio;(198207) 1982-Julio;;198207
198208;1982-Agosto;(198208) 1982-Agosto;;198208
198209;1982-Septiembre;(198209) 1982-Septiembre;;198209
198210;1982-Octubre;(198210) 1982-Octubre;;198210
198211;1982-Noviembre;(198211) 1982-Noviembre;;198211
198212;1982-Diciembre;(198212) 1982-Diciembre;;198212
198101;1981-Enero;(198101) 1981-Enero;;198101
198102;1981-Febrero;(198102) 1981-Febrero;;198102
198103;1981-Marzo;(198103) 1981-Marzo;;198103
198104;1981-Abril;(198104) 1981-Abril;;198104
198105;1981-Mayo;(198105) 1981-Mayo;;198105
198106;1981-Junio;(198106) 1981-Junio;;198106
198107;1981-Julio;(198107) 1981-Julio;;198107
198108;1981-Agosto;(198108) 1981-Agosto;;198108
198109;1981-Septiembre;(198109) 1981-Septiembre;;198109
198110;1981-Octubre;(198110) 1981-Octubre;;198110
198111;1981-Noviembre;(198111) 1981-Noviembre;;198111
198112;1981-Diciembre;(198112) 1981-Diciembre;;198112
198001;1980-Enero;(198001) 1980-Enero;;198001
198002;1980-Febrero;(198002) 1980-Febrero;;198002
198003;1980-Marzo;(198003) 1980-Marzo;;198003
198004;1980-Abril;(198004) 1980-Abril;;198004
198005;1980-Mayo;(198005) 1980-Mayo;;198005
198006;1980-Junio;(198006) 1980-Junio;;198006
198007;1980-Julio;(198007) 1980-Julio;;198007
198008;1980-Agosto;(198008) 1980-Agosto;;198008
198009;1980-Septiembre;(198009) 1980-Septiembre;;198009
198010;1980-Octubre;(198010) 1980-Octubre;;198010
198011;1980-Noviembre;(198011) 1980-Noviembre;;198011
198012;1980-Diciembre;(198012) 1980-Diciembre;;198012
197901;1979-Enero;(197901) 1979-Enero;;197901
197902;1979-Febrero;(197902) 1979-Febrero;;197902
197903;1979-Marzo;(197903) 1979-Marzo;;197903
197904;1979-Abril;(197904) 1979-Abril;;197904
197905;1979-Mayo;(197905) 1979-Mayo;;197905
197906;1979-Junio;(197906) 1979-Junio;;197906
197907;1979-Julio;(197907) 1979-Julio;;197907
197908;1979-Agosto;(197908) 1979-Agosto;;197908
197909;1979-Septiembre;(197909) 1979-Septiembre;;197909
197910;1979-Octubre;(197910) 1979-Octubre;;197910
197911;1979-Noviembre;(197911) 1979-Noviembre;;197911
197912;1979-Diciembre;(197912) 1979-Diciembre;;197912
197801;1978-Enero;(197801) 1978-Enero;;197801
197802;1978-Febrero;(197802) 1978-Febrero;;197802
197803;1978-Marzo;(197803) 1978-Marzo;;197803
197804;1978-Abril;(197804) 1978-Abril;;197804
197805;1978-Mayo;(197805) 1978-Mayo;;197805
197806;1978-Junio;(197806) 1978-Junio;;197806
197807;1978-Julio;(197807) 1978-Julio;;197807
197808;1978-Agosto;(197808) 1978-Agosto;;197808
197809;1978-Septiembre;(197809) 1978-Septiembre;;197809
197810;1978-Octubre;(197810) 1978-Octubre;;197810
197811;1978-Noviembre;(197811) 1978-Noviembre;;197811
197812;1978-Diciembre;(197812) 1978-Diciembre;;197812
197701;1977-Enero;(197701) 1977-Enero;;197701
197702;1977-Febrero;(197702) 1977-Febrero;;197702
197703;1977-Marzo;(197703) 1977-Marzo;;197703
197704;1977-Abril;(197704) 1977-Abril;;197704
197705;1977-Mayo;(197705) 1977-Mayo;;197705
197706;1977-Junio;(197706) 1977-Junio;;197706
197707;1977-Julio;(197707) 1977-Julio;;197707
197708;1977-Agosto;(197708) 1977-Agosto;;197708
197709;1977-Septiembre;(197709) 1977-Septiembre;;197709
197710;1977-Octubre;(197710) 1977-Octubre;;197710
197711;1977-Noviembre;(197711) 1977-Noviembre;;197711
197712;1977-Diciembre;(197712) 1977-Diciembre;;197712
