TEMPORAL;TERRITORIO;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2016;41;06;23;ANDALUCES;48.0;A
2016;41;06;29;ANDALUCES;78.0;A
2016;41;06;41;ANDALUCES;7368.0;A
2016;41;06;C01;ANDALUCES;7957.0;A
2016;41;06;C02;ANDALUCES;774.0;A
2016;41;06;66;ANDALUCES;10145.0;A
2016;41;06;NC000;ANDALUCES;104.0;A
2016;41;06;00;ANDALUCES;18980.0;A
2017;;00;04;ANDALUCES;11423.0;A
2017;;00;11;ANDALUCES;14167.0;A
2017;;00;14;ANDALUCES;9708.0;A
2017;;00;18;ANDALUCES;17316.0;A
2017;;00;21;ANDALUCES;3595.0;A
2017;;00;23;ANDALUCES;6425.0;A
2017;;00;29;ANDALUCES;16940.0;A
2017;;00;41;ANDALUCES;16078.0;A
2017;;00;C01;ANDALUCES;95652.0;A
2017;;00;C02;ANDALUCES;8910.0;A
2017;;00;66;ANDALUCES;170495.0;A
2017;;00;NC000;ANDALUCES;1284.0;A
2017;;00;00;ANDALUCES;276341.0;A
2017;;01;04;ANDALUCES;5521.0;A
2017;;01;11;ANDALUCES;6841.0;A
2017;;01;14;ANDALUCES;4855.0;A
2017;;01;18;ANDALUCES;8504.0;A
2017;;01;21;ANDALUCES;1723.0;A
2017;;01;23;ANDALUCES;3132.0;A
2017;;01;29;ANDALUCES;8342.0;A
2017;;01;41;ANDALUCES;7817.0;A
2017;;01;C01;ANDALUCES;46735.0;A
2017;;01;C02;ANDALUCES;4529.0;A
2017;;01;66;ANDALUCES;84159.0;A
2017;;01;NC000;ANDALUCES;677.0;A
2017;;01;00;ANDALUCES;136100.0;A
2017;;06;04;ANDALUCES;5902.0;A
2017;;06;11;ANDALUCES;7326.0;A
2017;;06;14;ANDALUCES;4853.0;A
2017;;06;18;ANDALUCES;8812.0;A
2017;;06;21;ANDALUCES;1872.0;A
2017;;06;23;ANDALUCES;3293.0;A
2017;;06;29;ANDALUCES;8598.0;A
2017;;06;41;ANDALUCES;8261.0;A
2017;;06;C01;ANDALUCES;48917.0;A
2017;;06;C02;ANDALUCES;4381.0;A
2017;;06;66;ANDALUCES;86336.0;A
2017;;06;NC000;ANDALUCES;607.0;A
2017;;06;00;ANDALUCES;140241.0;A
2017;04;00;04;ANDALUCES;11171.0;A
2017;04;00;11;ANDALUCES;26.0;A
2017;04;00;14;ANDALUCES;27.0;A
2017;04;00;18;ANDALUCES;207.0;A
2017;04;00;21;ANDALUCES;8.0;A
2017;04;00;23;ANDALUCES;38.0;A
2017;04;00;29;ANDALUCES;39.0;A
2017;04;00;41;ANDALUCES;24.0;A
2017;04;00;C01;ANDALUCES;11540.0;A
2017;04;00;C02;ANDALUCES;796.0;A
2017;04;00;66;ANDALUCES;32879.0;A
2017;04;00;NC000;ANDALUCES;211.0;A
2017;04;00;00;ANDALUCES;45426.0;A
2017;04;01;04;ANDALUCES;5402.0;A
2017;04;01;11;ANDALUCES;17.0;A
2017;04;01;14;ANDALUCES;17.0;A
2017;04;01;18;ANDALUCES;108.0;A
2017;04;01;21;ANDALUCES;6.0;A
2017;04;01;23;ANDALUCES;20.0;A
2017;04;01;29;ANDALUCES;25.0;A
2017;04;01;41;ANDALUCES;12.0;A
2017;04;01;C01;ANDALUCES;5607.0;A
2017;04;01;C02;ANDALUCES;405.0;A
2017;04;01;66;ANDALUCES;15829.0;A
2017;04;01;NC000;ANDALUCES;107.0;A
2017;04;01;00;ANDALUCES;21948.0;A
2017;04;06;04;ANDALUCES;5769.0;A
2017;04;06;11;ANDALUCES;9.0;A
2017;04;06;14;ANDALUCES;10.0;A
2017;04;06;18;ANDALUCES;99.0;A
2017;04;06;21;ANDALUCES;2.0;A
2017;04;06;23;ANDALUCES;18.0;A
2017;04;06;29;ANDALUCES;14.0;A
2017;04;06;41;ANDALUCES;12.0;A
2017;04;06;C01;ANDALUCES;5933.0;A
2017;04;06;C02;ANDALUCES;391.0;A
2017;04;06;66;ANDALUCES;17050.0;A
2017;04;06;NC000;ANDALUCES;104.0;A
2017;04;06;00;ANDALUCES;23478.0;A
2017;11;00;04;ANDALUCES;17.0;A
2017;11;00;11;ANDALUCES;13178.0;A
2017;11;00;14;ANDALUCES;68.0;A
2017;11;00;18;ANDALUCES;72.0;A
2017;11;00;21;ANDALUCES;34.0;A
2017;11;00;23;ANDALUCES;42.0;A
2017;11;00;29;ANDALUCES;201.0;A
2017;11;00;41;ANDALUCES;355.0;A
2017;11;00;C01;ANDALUCES;13967.0;A
2017;11;00;C02;ANDALUCES;1251.0;A
2017;11;00;66;ANDALUCES;16975.0;A
2017;11;00;NC000;ANDALUCES;145.0;A
2017;11;00;00;ANDALUCES;32338.0;A
2017;11;01;04;ANDALUCES;7.0;A
2017;11;01;11;ANDALUCES;6338.0;A
2017;11;01;14;ANDALUCES;36.0;A
2017;11;01;18;ANDALUCES;38.0;A
2017;11;01;21;ANDALUCES;17.0;A
2017;11;01;23;ANDALUCES;18.0;A
2017;11;01;29;ANDALUCES;99.0;A
2017;11;01;41;ANDALUCES;143.0;A
2017;11;01;C01;ANDALUCES;6696.0;A
2017;11;01;C02;ANDALUCES;641.0;A
2017;11;01;66;ANDALUCES;8479.0;A
2017;11;01;NC000;ANDALUCES;84.0;A
2017;11;01;00;ANDALUCES;15900.0;A
2017;11;06;04;ANDALUCES;10.0;A
2017;11;06;11;ANDALUCES;6840.0;A
2017;11;06;14;ANDALUCES;32.0;A
2017;11;06;18;ANDALUCES;34.0;A
2017;11;06;21;ANDALUCES;17.0;A
2017;11;06;23;ANDALUCES;24.0;A
2017;11;06;29;ANDALUCES;102.0;A
2017;11;06;41;ANDALUCES;212.0;A
2017;11;06;C01;ANDALUCES;7271.0;A
2017;11;06;C02;ANDALUCES;610.0;A
2017;11;06;66;ANDALUCES;8496.0;A
2017;11;06;NC000;ANDALUCES;61.0;A
2017;11;06;00;ANDALUCES;16438.0;A
2017;14;00;04;ANDALUCES;15.0;A
2017;14;00;11;ANDALUCES;35.0;A
2017;14;00;14;ANDALUCES;8996.0;A
2017;14;00;18;ANDALUCES;55.0;A
2017;14;00;21;ANDALUCES;8.0;A
2017;14;00;23;ANDALUCES;60.0;A
2017;14;00;29;ANDALUCES;38.0;A
2017;14;00;41;ANDALUCES;104.0;A
2017;14;00;C01;ANDALUCES;9311.0;A
2017;14;00;C02;ANDALUCES;527.0;A
2017;14;00;66;ANDALUCES;10368.0;A
2017;14;00;NC000;ANDALUCES;97.0;A
2017;14;00;00;ANDALUCES;20303.0;A
2017;14;01;04;ANDALUCES;8.0;A
2017;14;01;11;ANDALUCES;20.0;A
2017;14;01;14;ANDALUCES;4498.0;A
2017;14;01;18;ANDALUCES;25.0;A
2017;14;01;21;ANDALUCES;4.0;A
2017;14;01;23;ANDALUCES;27.0;A
2017;14;01;29;ANDALUCES;16.0;A
2017;14;01;41;ANDALUCES;47.0;A
2017;14;01;C01;ANDALUCES;4645.0;A
2017;14;01;C02;ANDALUCES;247.0;A
2017;14;01;66;ANDALUCES;5218.0;A
2017;14;01;NC000;ANDALUCES;45.0;A
2017;14;01;00;ANDALUCES;10155.0;A
2017;14;06;04;ANDALUCES;7.0;A
2017;14;06;11;ANDALUCES;15.0;A
2017;14;06;14;ANDALUCES;4498.0;A
2017;14;06;18;ANDALUCES;30.0;A
2017;14;06;21;ANDALUCES;4.0;A
2017;14;06;23;ANDALUCES;33.0;A
2017;14;06;29;ANDALUCES;22.0;A
2017;14;06;41;ANDALUCES;57.0;A
2017;14;06;C01;ANDALUCES;4666.0;A
2017;14;06;C02;ANDALUCES;280.0;A
2017;14;06;66;ANDALUCES;5150.0;A
2017;14;06;NC000;ANDALUCES;52.0;A
2017;14;06;00;ANDALUCES;10148.0;A
2017;18;00;04;ANDALUCES;95.0;A
2017;18;00;11;ANDALUCES;73.0;A
2017;18;00;14;ANDALUCES;77.0;A
2017;18;00;18;ANDALUCES;16458.0;A
2017;18;00;21;ANDALUCES;18.0;A
2017;18;00;23;ANDALUCES;193.0;A
2017;18;00;29;ANDALUCES;130.0;A
2017;18;00;41;ANDALUCES;83.0;A
2017;18;00;C01;ANDALUCES;17127.0;A
2017;18;00;C02;ANDALUCES;1188.0;A
2017;18;00;66;ANDALUCES;36606.0;A
2017;18;00;NC000;ANDALUCES;290.0;A
2017;18;00;00;ANDALUCES;55211.0;A
2017;18;01;04;ANDALUCES;34.0;A
2017;18;01;11;ANDALUCES;36.0;A
2017;18;01;14;ANDALUCES;39.0;A
2017;18;01;18;ANDALUCES;8071.0;A
2017;18;01;21;ANDALUCES;8.0;A
2017;18;01;23;ANDALUCES;84.0;A
2017;18;01;29;ANDALUCES;60.0;A
2017;18;01;41;ANDALUCES;45.0;A
2017;18;01;C01;ANDALUCES;8377.0;A
2017;18;01;C02;ANDALUCES;592.0;A
2017;18;01;66;ANDALUCES;17797.0;A
2017;18;01;NC000;ANDALUCES;169.0;A
2017;18;01;00;ANDALUCES;26935.0;A
2017;18;06;04;ANDALUCES;61.0;A
2017;18;06;11;ANDALUCES;37.0;A
2017;18;06;14;ANDALUCES;38.0;A
2017;18;06;18;ANDALUCES;8387.0;A
2017;18;06;21;ANDALUCES;10.0;A
2017;18;06;23;ANDALUCES;109.0;A
2017;18;06;29;ANDALUCES;70.0;A
2017;18;06;41;ANDALUCES;38.0;A
2017;18;06;C01;ANDALUCES;8750.0;A
2017;18;06;C02;ANDALUCES;596.0;A
2017;18;06;66;ANDALUCES;18809.0;A
2017;18;06;NC000;ANDALUCES;121.0;A
2017;18;06;00;ANDALUCES;28276.0;A
2017;21;00;11;ANDALUCES;32.0;A
2017;21;00;14;ANDALUCES;19.0;A
2017;21;00;18;ANDALUCES;9.0;A
2017;21;00;21;ANDALUCES;3272.0;A
2017;21;00;23;ANDALUCES;9.0;A
2017;21;00;29;ANDALUCES;16.0;A
2017;21;00;41;ANDALUCES;143.0;A
2017;21;00;C01;ANDALUCES;3500.0;A
2017;21;00;C02;ANDALUCES;302.0;A
2017;21;00;66;ANDALUCES;4619.0;A
2017;21;00;NC000;ANDALUCES;15.0;A
2017;21;00;00;ANDALUCES;8436.0;A
2017;21;01;11;ANDALUCES;22.0;A
2017;21;01;14;ANDALUCES;7.0;A
2017;21;01;18;ANDALUCES;4.0;A
2017;21;01;21;ANDALUCES;1571.0;A
2017;21;01;23;ANDALUCES;3.0;A
2017;21;01;29;ANDALUCES;6.0;A
2017;21;01;41;ANDALUCES;73.0;A
2017;21;01;C01;ANDALUCES;1686.0;A
2017;21;01;C02;ANDALUCES;154.0;A
2017;21;01;66;ANDALUCES;2282.0;A
2017;21;01;NC000;ANDALUCES;9.0;A
2017;21;01;00;ANDALUCES;4131.0;A
2017;21;06;11;ANDALUCES;10.0;A
2017;21;06;14;ANDALUCES;12.0;A
2017;21;06;18;ANDALUCES;5.0;A
2017;21;06;21;ANDALUCES;1701.0;A
2017;21;06;23;ANDALUCES;6.0;A
2017;21;06;29;ANDALUCES;10.0;A
2017;21;06;41;ANDALUCES;70.0;A
2017;21;06;C01;ANDALUCES;1814.0;A
2017;21;06;C02;ANDALUCES;148.0;A
2017;21;06;66;ANDALUCES;2337.0;A
2017;21;06;NC000;ANDALUCES;6.0;A
2017;21;06;00;ANDALUCES;4305.0;A
2017;23;00;04;ANDALUCES;11.0;A
2017;23;00;11;ANDALUCES;13.0;A
2017;23;00;14;ANDALUCES;36.0;A
2017;23;00;18;ANDALUCES;86.0;A
2017;23;00;21;ANDALUCES;3.0;A
2017;23;00;23;ANDALUCES;5818.0;A
2017;23;00;29;ANDALUCES;22.0;A
2017;23;00;41;ANDALUCES;20.0;A
2017;23;00;C01;ANDALUCES;6009.0;A
2017;23;00;C02;ANDALUCES;364.0;A
2017;23;00;66;ANDALUCES;7731.0;A
2017;23;00;NC000;ANDALUCES;71.0;A
2017;23;00;00;ANDALUCES;14175.0;A
2017;23;01;04;ANDALUCES;7.0;A
2017;23;01;11;ANDALUCES;8.0;A
2017;23;01;14;ANDALUCES;19.0;A
2017;23;01;18;ANDALUCES;39.0;A
2017;23;01;21;ANDALUCES;1.0;A
2017;23;01;23;ANDALUCES;2847.0;A
2017;23;01;29;ANDALUCES;10.0;A
2017;23;01;41;ANDALUCES;10.0;A
2017;23;01;C01;ANDALUCES;2941.0;A
2017;23;01;C02;ANDALUCES;199.0;A
2017;23;01;66;ANDALUCES;3911.0;A
2017;23;01;NC000;ANDALUCES;31.0;A
2017;23;01;00;ANDALUCES;7082.0;A
2017;23;06;04;ANDALUCES;4.0;A
2017;23;06;11;ANDALUCES;5.0;A
2017;23;06;14;ANDALUCES;17.0;A
2017;23;06;18;ANDALUCES;47.0;A
2017;23;06;21;ANDALUCES;2.0;A
2017;23;06;23;ANDALUCES;2971.0;A
2017;23;06;29;ANDALUCES;12.0;A
2017;23;06;41;ANDALUCES;10.0;A
2017;23;06;C01;ANDALUCES;3068.0;A
2017;23;06;C02;ANDALUCES;165.0;A
2017;23;06;66;ANDALUCES;3820.0;A
2017;23;06;NC000;ANDALUCES;40.0;A
2017;23;06;00;ANDALUCES;7093.0;A
2017;29;00;04;ANDALUCES;62.0;A
2017;29;00;11;ANDALUCES;424.0;A
2017;29;00;14;ANDALUCES;290.0;A
2017;29;00;18;ANDALUCES;304.0;A
2017;29;00;21;ANDALUCES;22.0;A
2017;29;00;23;ANDALUCES;152.0;A
2017;29;00;29;ANDALUCES;16324.0;A
2017;29;00;41;ANDALUCES;254.0;A
2017;29;00;C01;ANDALUCES;17832.0;A
2017;29;00;C02;ANDALUCES;2777.0;A
2017;29;00;66;ANDALUCES;40027.0;A
2017;29;00;NC000;ANDALUCES;266.0;A
2017;29;00;00;ANDALUCES;60902.0;A
2017;29;01;04;ANDALUCES;36.0;A
2017;29;01;11;ANDALUCES;198.0;A
2017;29;01;14;ANDALUCES;133.0;A
2017;29;01;18;ANDALUCES;155.0;A
2017;29;01;21;ANDALUCES;11.0;A
2017;29;01;23;ANDALUCES;78.0;A
2017;29;01;29;ANDALUCES;8043.0;A
2017;29;01;41;ANDALUCES;144.0;A
2017;29;01;C01;ANDALUCES;8798.0;A
2017;29;01;C02;ANDALUCES;1412.0;A
2017;29;01;66;ANDALUCES;20087.0;A
2017;29;01;NC000;ANDALUCES;142.0;A
2017;29;01;00;ANDALUCES;30439.0;A
2017;29;06;04;ANDALUCES;26.0;A
2017;29;06;11;ANDALUCES;226.0;A
2017;29;06;14;ANDALUCES;157.0;A
2017;29;06;18;ANDALUCES;149.0;A
2017;29;06;21;ANDALUCES;11.0;A
2017;29;06;23;ANDALUCES;74.0;A
2017;29;06;29;ANDALUCES;8281.0;A
2017;29;06;41;ANDALUCES;110.0;A
2017;29;06;C01;ANDALUCES;9034.0;A
2017;29;06;C02;ANDALUCES;1365.0;A
2017;29;06;66;ANDALUCES;19940.0;A
2017;29;06;NC000;ANDALUCES;124.0;A
2017;29;06;00;ANDALUCES;30463.0;A
2017;41;00;04;ANDALUCES;52.0;A
2017;41;00;11;ANDALUCES;386.0;A
2017;41;00;14;ANDALUCES;195.0;A
2017;41;00;18;ANDALUCES;125.0;A
2017;41;00;21;ANDALUCES;230.0;A
2017;41;00;23;ANDALUCES;113.0;A
2017;41;00;29;ANDALUCES;170.0;A
2017;41;00;41;ANDALUCES;15095.0;A
2017;41;00;C01;ANDALUCES;16366.0;A
2017;41;00;C02;ANDALUCES;1705.0;A
2017;41;00;66;ANDALUCES;21290.0;A
2017;41;00;NC000;ANDALUCES;189.0;A
2017;41;00;00;ANDALUCES;39550.0;A
2017;41;01;04;ANDALUCES;27.0;A
2017;41;01;11;ANDALUCES;202.0;A
2017;41;01;14;ANDALUCES;106.0;A
2017;41;01;18;ANDALUCES;64.0;A
2017;41;01;21;ANDALUCES;105.0;A
2017;41;01;23;ANDALUCES;55.0;A
2017;41;01;29;ANDALUCES;83.0;A
2017;41;01;41;ANDALUCES;7343.0;A
2017;41;01;C01;ANDALUCES;7985.0;A
2017;41;01;C02;ANDALUCES;879.0;A
2017;41;01;66;ANDALUCES;10556.0;A
2017;41;01;NC000;ANDALUCES;90.0;A
2017;41;01;00;ANDALUCES;19510.0;A
2017;41;06;04;ANDALUCES;25.0;A
2017;41;06;11;ANDALUCES;184.0;A
2017;41;06;14;ANDALUCES;89.0;A
2017;41;06;18;ANDALUCES;61.0;A
2017;41;06;21;ANDALUCES;125.0;A
2017;41;06;23;ANDALUCES;58.0;A
2017;41;06;29;ANDALUCES;87.0;A
2017;41;06;41;ANDALUCES;7752.0;A
2017;41;06;C01;ANDALUCES;8381.0;A
2017;41;06;C02;ANDALUCES;826.0;A
2017;41;06;66;ANDALUCES;10734.0;A
2017;41;06;NC000;ANDALUCES;99.0;A
2017;41;06;00;ANDALUCES;20040.0;A
2018;;00;04;ANDALUCES;11589.0;A
2018;;00;11;ANDALUCES;14593.0;A
2018;;00;14;ANDALUCES;9828.0;A
2018;;00;18;ANDALUCES;17334.0;A
2018;;00;21;ANDALUCES;3744.0;A
2018;;00;23;ANDALUCES;6475.0;A
2018;;00;29;ANDALUCES;17411.0;A
2018;;00;41;ANDALUCES;16700.0;A
2018;;00;C01;ANDALUCES;97674.0;A
2018;;00;C02;ANDALUCES;9216.0;A
2018;;00;66;ANDALUCES;176682.0;A
2018;;00;NC000;ANDALUCES;1244.0;A
2018;;00;00;ANDALUCES;284816.0;A
2018;;01;04;ANDALUCES;5604.0;A
2018;;01;11;ANDALUCES;7102.0;A
2018;;01;14;ANDALUCES;4921.0;A
2018;;01;18;ANDALUCES;8533.0;A
2018;;01;21;ANDALUCES;1810.0;A
2018;;01;23;ANDALUCES;3163.0;A
2018;;01;29;ANDALUCES;8595.0;A
2018;;01;41;ANDALUCES;8152.0;A
2018;;01;C01;ANDALUCES;47880.0;A
2018;;01;C02;ANDALUCES;4697.0;A
2018;;01;66;ANDALUCES;87335.0;A
2018;;01;NC000;ANDALUCES;653.0;A
2018;;01;00;ANDALUCES;140565.0;A
2018;;06;04;ANDALUCES;5985.0;A
2018;;06;11;ANDALUCES;7491.0;A
2018;;06;14;ANDALUCES;4907.0;A
2018;;06;18;ANDALUCES;8801.0;A
2018;;06;21;ANDALUCES;1934.0;A
2018;;06;23;ANDALUCES;3312.0;A
2018;;06;29;ANDALUCES;8816.0;A
2018;;06;41;ANDALUCES;8548.0;A
2018;;06;C01;ANDALUCES;49794.0;A
2018;;06;C02;ANDALUCES;4519.0;A
2018;;06;66;ANDALUCES;89347.0;A
2018;;06;NC000;ANDALUCES;591.0;A
2018;;06;00;ANDALUCES;144251.0;A
2018;04;00;04;ANDALUCES;11315.0;A
2018;04;00;11;ANDALUCES;26.0;A
2018;04;00;14;ANDALUCES;25.0;A
2018;04;00;18;ANDALUCES;213.0;A
2018;04;00;21;ANDALUCES;8.0;A
2018;04;00;23;ANDALUCES;39.0;A
2018;04;00;29;ANDALUCES;43.0;A
2018;04;00;41;ANDALUCES;34.0;A
2018;04;00;C01;ANDALUCES;11703.0;A
2018;04;00;C02;ANDALUCES;837.0;A
2018;04;00;66;ANDALUCES;34025.0;A
2018;04;00;NC000;ANDALUCES;207.0;A
2018;04;00;00;ANDALUCES;46772.0;A
2018;04;01;04;ANDALUCES;5476.0;A
2018;04;01;11;ANDALUCES;17.0;A
2018;04;01;14;ANDALUCES;15.0;A
2018;04;01;18;ANDALUCES;109.0;A
2018;04;01;21;ANDALUCES;6.0;A
2018;04;01;23;ANDALUCES;20.0;A
2018;04;01;29;ANDALUCES;27.0;A
2018;04;01;41;ANDALUCES;19.0;A
2018;04;01;C01;ANDALUCES;5689.0;A
2018;04;01;C02;ANDALUCES;429.0;A
2018;04;01;66;ANDALUCES;16383.0;A
2018;04;01;NC000;ANDALUCES;105.0;A
2018;04;01;00;ANDALUCES;22606.0;A
2018;04;06;04;ANDALUCES;5839.0;A
2018;04;06;11;ANDALUCES;9.0;A
2018;04;06;14;ANDALUCES;10.0;A
2018;04;06;18;ANDALUCES;104.0;A
2018;04;06;21;ANDALUCES;2.0;A
2018;04;06;23;ANDALUCES;19.0;A
2018;04;06;29;ANDALUCES;16.0;A
2018;04;06;41;ANDALUCES;15.0;A
2018;04;06;C01;ANDALUCES;6014.0;A
2018;04;06;C02;ANDALUCES;408.0;A
2018;04;06;66;ANDALUCES;17642.0;A
2018;04;06;NC000;ANDALUCES;102.0;A
2018;04;06;00;ANDALUCES;24166.0;A
2018;11;00;04;ANDALUCES;20.0;A
2018;11;00;11;ANDALUCES;13576.0;A
2018;11;00;14;ANDALUCES;81.0;A
2018;11;00;18;ANDALUCES;80.0;A
2018;11;00;21;ANDALUCES;36.0;A
2018;11;00;23;ANDALUCES;43.0;A
2018;11;00;29;ANDALUCES;209.0;A
2018;11;00;41;ANDALUCES;360.0;A
2018;11;00;C01;ANDALUCES;14405.0;A
2018;11;00;C02;ANDALUCES;1298.0;A
2018;11;00;66;ANDALUCES;17513.0;A
2018;11;00;NC000;ANDALUCES;143.0;A
2018;11;00;00;ANDALUCES;33359.0;A
2018;11;01;04;ANDALUCES;9.0;A
2018;11;01;11;ANDALUCES;6593.0;A
2018;11;01;14;ANDALUCES;44.0;A
2018;11;01;18;ANDALUCES;41.0;A
2018;11;01;21;ANDALUCES;18.0;A
2018;11;01;23;ANDALUCES;18.0;A
2018;11;01;29;ANDALUCES;104.0;A
2018;11;01;41;ANDALUCES;145.0;A
2018;11;01;C01;ANDALUCES;6972.0;A
2018;11;01;C02;ANDALUCES;656.0;A
2018;11;01;66;ANDALUCES;8750.0;A
2018;11;01;NC000;ANDALUCES;82.0;A
2018;11;01;00;ANDALUCES;16460.0;A
2018;11;06;04;ANDALUCES;11.0;A
2018;11;06;11;ANDALUCES;6983.0;A
2018;11;06;14;ANDALUCES;37.0;A
2018;11;06;18;ANDALUCES;39.0;A
2018;11;06;21;ANDALUCES;18.0;A
2018;11;06;23;ANDALUCES;25.0;A
2018;11;06;29;ANDALUCES;105.0;A
2018;11;06;41;ANDALUCES;215.0;A
2018;11;06;C01;ANDALUCES;7433.0;A
2018;11;06;C02;ANDALUCES;642.0;A
2018;11;06;66;ANDALUCES;8763.0;A
2018;11;06;NC000;ANDALUCES;61.0;A
2018;11;06;00;ANDALUCES;16899.0;A
2018;14;00;04;ANDALUCES;15.0;A
2018;14;00;11;ANDALUCES;32.0;A
2018;14;00;14;ANDALUCES;9069.0;A
2018;14;00;18;ANDALUCES;56.0;A
2018;14;00;21;ANDALUCES;8.0;A
2018;14;00;23;ANDALUCES;61.0;A
2018;14;00;29;ANDALUCES;42.0;A
2018;14;00;41;ANDALUCES;104.0;A
2018;14;00;C01;ANDALUCES;9387.0;A
2018;14;00;C02;ANDALUCES;548.0;A
2018;14;00;66;ANDALUCES;10684.0;A
2018;14;00;NC000;ANDALUCES;94.0;A
2018;14;00;00;ANDALUCES;20713.0;A
2018;14;01;04;ANDALUCES;8.0;A
2018;14;01;11;ANDALUCES;16.0;A
2018;14;01;14;ANDALUCES;4535.0;A
2018;14;01;18;ANDALUCES;25.0;A
2018;14;01;21;ANDALUCES;4.0;A
2018;14;01;23;ANDALUCES;26.0;A
2018;14;01;29;ANDALUCES;19.0;A
2018;14;01;41;ANDALUCES;46.0;A
2018;14;01;C01;ANDALUCES;4679.0;A
2018;14;01;C02;ANDALUCES;266.0;A
2018;14;01;66;ANDALUCES;5378.0;A
2018;14;01;NC000;ANDALUCES;45.0;A
2018;14;01;00;ANDALUCES;10368.0;A
2018;14;06;04;ANDALUCES;7.0;A
2018;14;06;11;ANDALUCES;16.0;A
2018;14;06;14;ANDALUCES;4534.0;A
2018;14;06;18;ANDALUCES;31.0;A
2018;14;06;21;ANDALUCES;4.0;A
2018;14;06;23;ANDALUCES;35.0;A
2018;14;06;29;ANDALUCES;23.0;A
2018;14;06;41;ANDALUCES;58.0;A
2018;14;06;C01;ANDALUCES;4708.0;A
2018;14;06;C02;ANDALUCES;282.0;A
2018;14;06;66;ANDALUCES;5306.0;A
2018;14;06;NC000;ANDALUCES;49.0;A
2018;14;06;00;ANDALUCES;10345.0;A
2018;18;00;04;ANDALUCES;110.0;A
2018;18;00;11;ANDALUCES;83.0;A
2018;18;00;14;ANDALUCES;83.0;A
2018;18;00;18;ANDALUCES;16463.0;A
2018;18;00;21;ANDALUCES;20.0;A
2018;18;00;23;ANDALUCES;190.0;A
2018;18;00;29;ANDALUCES;134.0;A
2018;18;00;41;ANDALUCES;86.0;A
2018;18;00;C01;ANDALUCES;17169.0;A
2018;18;00;C02;ANDALUCES;1237.0;A
2018;18;00;66;ANDALUCES;37691.0;A
2018;18;00;NC000;ANDALUCES;279.0;A
2018;18;00;00;ANDALUCES;56376.0;A
2018;18;01;04;ANDALUCES;43.0;A
2018;18;01;11;ANDALUCES;37.0;A
2018;18;01;14;ANDALUCES;40.0;A
2018;18;01;18;ANDALUCES;8089.0;A
2018;18;01;21;ANDALUCES;8.0;A
2018;18;01;23;ANDALUCES;86.0;A
2018;18;01;29;ANDALUCES;65.0;A
2018;18;01;41;ANDALUCES;44.0;A
2018;18;01;C01;ANDALUCES;8412.0;A
2018;18;01;C02;ANDALUCES;624.0;A
2018;18;01;66;ANDALUCES;18347.0;A
2018;18;01;NC000;ANDALUCES;162.0;A
2018;18;01;00;ANDALUCES;27545.0;A
2018;18;06;04;ANDALUCES;67.0;A
2018;18;06;11;ANDALUCES;46.0;A
2018;18;06;14;ANDALUCES;43.0;A
2018;18;06;18;ANDALUCES;8374.0;A
2018;18;06;21;ANDALUCES;12.0;A
2018;18;06;23;ANDALUCES;104.0;A
2018;18;06;29;ANDALUCES;69.0;A
2018;18;06;41;ANDALUCES;42.0;A
2018;18;06;C01;ANDALUCES;8757.0;A
2018;18;06;C02;ANDALUCES;613.0;A
2018;18;06;66;ANDALUCES;19344.0;A
2018;18;06;NC000;ANDALUCES;117.0;A
2018;18;06;00;ANDALUCES;28831.0;A
2018;21;00;04;ANDALUCES;1.0;A
2018;21;00;11;ANDALUCES;35.0;A
2018;21;00;14;ANDALUCES;22.0;A
2018;21;00;18;ANDALUCES;9.0;A
2018;21;00;21;ANDALUCES;3413.0;A
2018;21;00;23;ANDALUCES;11.0;A
2018;21;00;29;ANDALUCES;14.0;A
2018;21;00;41;ANDALUCES;155.0;A
2018;21;00;C01;ANDALUCES;3660.0;A
2018;21;00;C02;ANDALUCES;311.0;A
2018;21;00;66;ANDALUCES;4800.0;A
2018;21;00;NC000;ANDALUCES;15.0;A
2018;21;00;00;ANDALUCES;8786.0;A
2018;21;01;11;ANDALUCES;25.0;A
2018;21;01;14;ANDALUCES;9.0;A
2018;21;01;18;ANDALUCES;5.0;A
2018;21;01;21;ANDALUCES;1656.0;A
2018;21;01;23;ANDALUCES;4.0;A
2018;21;01;29;ANDALUCES;4.0;A
2018;21;01;41;ANDALUCES;81.0;A
2018;21;01;C01;ANDALUCES;1784.0;A
2018;21;01;C02;ANDALUCES;159.0;A
2018;21;01;66;ANDALUCES;2383.0;A
2018;21;01;NC000;ANDALUCES;9.0;A
2018;21;01;00;ANDALUCES;4335.0;A
2018;21;06;04;ANDALUCES;1.0;A
2018;21;06;11;ANDALUCES;10.0;A
2018;21;06;14;ANDALUCES;13.0;A
2018;21;06;18;ANDALUCES;4.0;A
2018;21;06;21;ANDALUCES;1757.0;A
2018;21;06;23;ANDALUCES;7.0;A
2018;21;06;29;ANDALUCES;10.0;A
2018;21;06;41;ANDALUCES;74.0;A
2018;21;06;C01;ANDALUCES;1876.0;A
2018;21;06;C02;ANDALUCES;152.0;A
2018;21;06;66;ANDALUCES;2417.0;A
2018;21;06;NC000;ANDALUCES;6.0;A
2018;21;06;00;ANDALUCES;4451.0;A
2018;23;00;04;ANDALUCES;10.0;A
2018;23;00;11;ANDALUCES;13.0;A
